# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018,,,,,,,,,,,,,
# This file generated on 2018-11-22 14:30:09,,,,,,,,,,,,,,
item,id,year,title,AU,SO,DE,DOI,DOI link,Modeling,Version Control,Versioning,Testing,Publicly accessible code?,Publicly accessible data?
2347,WOS:000337654100001,2014,Outstanding reviewers for Environmental Modelling and Software in 2013,"Jakeman, Anthony J.|Rizzoli, Andrea E.|Voinov, Alexey A.|Athanasiadis, Ioannis N.",ENVIRONMENTAL MODELLING & SOFTWARE,,10.1016/S1364-8152(14)00131-5,http://dx.doi.org/10.1016/S1364-8152(14)00131-5,,,,,,
2346,WOS:000331692200005,2014,Development of High Fidelity Soot Aerosol Dynamics Models using Method of Moments with Interpolative Closure,"Roy, S. P.|Arias, P. G.|Lecoustre, V. R.|Haworth, D. C.|Im, H. G.|Trouve, A.",AEROSOL SCIENCE AND TECHNOLOGY,,10.1080/02786826.2013.878017,http://dx.doi.org/10.1080/02786826.2013.878017,,,,,,
2680,WOS:000363661300012,2014,Integrated assessment of ecosystem services in the Czech Republic,"Frelichova, Jana|Vackar, David|Partl, Adam|Louckova, Blanka|Harmackova, Zuzana V.|Lorencova, Eliska",ECOSYSTEM SERVICES,ecosystems|ecosystem services|integrated assessment|database|valuation|czech republic,10.1016/j.ecoser.2014.03.001,http://dx.doi.org/10.1016/j.ecoser.2014.03.001,,,,,,
3271,WOS:000336874100017,2014,Statistical solutions for error and bias in global citizen science datasets,"Bird, Tomas J.|Bates, Amanda E.|Lefcheck, Jonathan S.|Hill, Nicole A.|Thomson, Russell J.|Edgar, Graham J.|Stuart-Smith, Rick D.|Wotherspoon, Simon|Krkosek, Martin|Stuart-Smith, Jemina F.|Pecl, Gretta T.|Barrett, Neville|Frusher, Stewart",BIOLOGICAL CONSERVATION,volunteer data|statistical analysis|experimental design|linear models|additive models|species distribution models|biodiversity|reef life survey,10.1016/j.biocon.2013.07.037,http://dx.doi.org/10.1016/j.biocon.2013.07.037,,,,,,
2987,WOS:000333574400010,2014,A spatial conservation prioritization approach for protecting marine birds given proposed offshore wind energy development,"Winiarski, Kristopher J.|Miller, David L.|Paton, Peter W. C.|McWilliams, Scott R.",BIOLOGICAL CONSERVATION,density surface modeling|ecosystem-based marine spatial planning|marine birds|offshore wind development|spatial conservation prioritization|species distribution modeling|zonation,10.1016/j.biocon.2013.11.004,http://dx.doi.org/10.1016/j.biocon.2013.11.004,,,,,,
2615,WOS:000329441000009,2014,The effect of microporosity on transport properties in porous media,"Mehmani, Ayaz|Prodanovic, Masa",ADVANCES IN WATER RESOURCES,porous media|multiphase flow|relative permeability|two-scale network|flow model|microporosity,10.1016/j.advwatres.2013.10.009,http://dx.doi.org/10.1016/j.advwatres.2013.10.009,,,,,,
3267,WOS:000329809700008,2014,A Landscape Planning and Management Tool for Land and Water Resources Management: An Example Application in Northern Ethiopia,"Tamene, Lulseged|Le, Quang Bao|Vlek, Paul L. G.",WATER RESOURCES MANAGEMENT,land and water degradation|hotspot areas of erosion|landscape planning and management|rusle|sediment yield|northern ethiopia,10.1007/s11269-013-0490-1,http://dx.doi.org/10.1007/s11269-013-0490-1,,,,,,
2427,WOS:000330743000068,2014,From groundwater abstraction to vegetative response in fen ecosystems,"Johansen, Ole Munch|Jensen, Jacob Birk|Pedersen, Morten Lauge",HYDROLOGICAL PROCESSES,groundwater surface-water interactions|groundwater dependent terrestrial ecosystems|hydrological modelling|fen hydrology|eco-hydrology,10.1002/hyp.9808,http://dx.doi.org/10.1002/hyp.9808,,,,,,
3736,WOS:000346388700020,2014,Uncertainty and urban water recharge for managing groundwater availability using decision support,"Passarello, M. C.|Pierce, S. A.|Sharp, J. M.",WATER SCIENCE AND TECHNOLOGY,decision support|groundwater availability|integrated assessment|sustainable yield|uncertainty|urban recharge,10.2166/wst.2014.437,http://dx.doi.org/10.2166/wst.2014.437,,,,,,
3335,WOS:000337654100013,2014,Regression using hybrid Bayesian networks: Modelling landscape-socioeconomy relationships,"Ropero, R. F.|Aguilera, P. A.|Fernandez, A.|Rumi, R.",ENVIRONMENTAL MODELLING & SOFTWARE,continuous bayesian networks|mixtures of truncated exponentials|regression|landscape|socioeconomic structure,10.1016/j.envsoft.2014.02.016,http://dx.doi.org/10.1016/j.envsoft.2014.02.016,,,,,,
2626,WOS:000334093600010,2014,A hydro-sedimentary modeling system for flash flood propagation and hazard estimation under different agricultural practices,"Kourgialas, N. N.|Karatzas, G. P.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,10.5194/nhess-14-625-2014,http://dx.doi.org/10.5194/nhess-14-625-2014,,,,,,
2366,WOS:000347589600003,2014,Impact of streamflow data assimilation and length of the verification period on the quality of short-term ensemble hydrologic forecasts,"Randrianasolo, A.|Thirel, G.|Ramos, M. H.|Martin, E.",JOURNAL OF HYDROLOGY,data assimilation|forecast verification|forecast quality|hydrologic ensemble prediction,10.1016/j.jhydrol.2014.09.032,http://dx.doi.org/10.1016/j.jhydrol.2014.09.032,,,,,,
2392,WOS:000336343600026,2014,"Mercury cycling in agricultural and managed wetlands: A synthesis of methylmercury production, hydrologic export, and bioaccumulation from an integrated field study","Windham-Myers, Lisamarie|Fleck, Jacob A.|Ackerman, Joshua T.|Marvin-DiPasquale, Mark|Stricker, Craig A.|Heim, Wesley A.|Bachand, Philip A. M.|Eagles-Smith, Collin A.|Gill, Gary|Stephenson, Mark|Alpers, Charles N.",SCIENCE OF THE TOTAL ENVIRONMENT,rice|wetlands|microbes|hydrology|bioaccumulation|mercury,10.1016/j.scitotenv.2014.01.033,http://dx.doi.org/10.1016/j.scitotenv.2014.01.033,,,,,,
3853,WOS:000331615200010,2014,An assessment of the skill of downscaled GCM outputs in simulating historical patterns of rainfall variability in South Africa,"Hughes, D. A.|Mantel, S.|Mohobane, T.",HYDROLOGY RESEARCH,climate change|downscaling|hydrological modelling|skill,10.2166/nh.2013.027,http://dx.doi.org/10.2166/nh.2013.027,,,,,,
3951,WOS:000342250100011,2014,Optimal investment strategies in power generation assets: The role of technological choice and existing portfolios in the deployment of low-carbon technologies,"Rohlfs, Wilko|Madiener, Reinhard",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,ccs|real options|retrofit|renewable energies,10.1016/j.ijggc.2014.06.012,http://dx.doi.org/10.1016/j.ijggc.2014.06.012,,,,,,
2381,WOS:000345474800010,2014,Identifying the drivers of environmental risk through a model integrating substance flow and input-output analysis,"Chen, Pi-Cheng|Crawford-Brown, Douglas|Chang, Chi-Hui|Ma, Hwong-wen",ECOLOGICAL ECONOMICS,substance flow analysis|environmental risk assessment|input-output analysis,10.1016/j.ecolecon.2014.08.002,http://dx.doi.org/10.1016/j.ecolecon.2014.08.002,,,,,,
2399,WOS:000339705900037,2014,Modelling the environmental transfer of phthalates and polychlorinated dibenzo-p-dioxins and dibenzofurans into agricultural products: The EN-forc model,"Fierens, T.|Cornelis, C.|Standaert, A.|Sioen, I.|De Henauw, S.|Van Holderbeke, M.",ENVIRONMENTAL RESEARCH,environmental transfer|agricultural products|phthalates|polychlorinated dibenzo-p-dioxins and dibenzofurans|multimedia model|en-forc,10.1016/j.envres.2014.06.005,http://dx.doi.org/10.1016/j.envres.2014.06.005,,,,,,
2401,WOS:000331798800044,2014,Study of the effect of wind speed on evaporation from soil through integrated modeling of the atmospheric boundary layer and shallow subsurface,"Davarzani, Hossein|Smits, Kathleen|Tolene, Ryan M.|Illangasekare, Tissa",WATER RESOURCES RESEARCH,evaporation|drying|porous media|two-phase flow|nonequilibrium|phase change,10.1002/2013WR013952,http://dx.doi.org/10.1002/2013WR013952,,,,,,
3309,WOS:000331254700005,2014,Changes in hydrology and streamflow as predicted by a modelling experiment forced with climate models,"Jha, Manoj K.|Gassman, Philip W.",HYDROLOGICAL PROCESSES,climate variability|hydrological response|climate change|swat|gcm,10.1002/hyp.9836,http://dx.doi.org/10.1002/hyp.9836,,,,,,
3946,WOS:000345768100026,2014,"Effect of meteorological forcing and snow model complexity on hydrological simulations in the Sieber catchment (Harz Mountains, Germany)","Foerster, K.|Meon, G.|Marke, T.|Strasser, U.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-18-4703-2014,http://dx.doi.org/10.5194/hess-18-4703-2014,,,,,,
3044,WOS:000343839100017,2014,Impacts of urban expansion on nitrogen and phosphorus flows in the food system of Beijing from 1978 to 2008,"Ma, Lin|Guo, Jinhua|Velthof, Gerard L.|Li, Yanming|Chen, Qing|Ma, Wenqi|Enema, Oene|Zhang, Fusuo",GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,urbanization|nutrient management|integrated assessment|recycling|governance|environmental impacts,10.1016/j.gloenvcha.2014.06.015,http://dx.doi.org/10.1016/j.gloenvcha.2014.06.015,,,,,,
2374,WOS:000333684100007,2014,Encapsulation of parametric uncertainty statistics by various predictive machine learning models: MLUE method,"Shrestha, Durga L.|Kayastha, Nagendra|Solomatine, Dimitri|Price, Roland",JOURNAL OF HYDROINFORMATICS,hydrological modelling|machine learning|mlue|monte carlo|uncertainty analysis,10.2166/hydro.2013.242,http://dx.doi.org/10.2166/hydro.2013.242,,,,,,
3852,WOS:000346573900007,2014,A hybrid life-cycle inventory for multi-crystalline silicon PV module manufacturing in China,"Yao, Yuan|Chang, Yuan|Masanet, Eric",ENVIRONMENTAL RESEARCH LETTERS,life cycle inventory|multi-crystalline silicon pv|solar power|china,10.1088/1748-9326/9/11/114001,http://dx.doi.org/10.1088/1748-9326/9/11/114001,,,,,,
2650,WOS:000346337400010,2014,Spatiotemporal variations of reference evapotranspiration in recent five decades in the arid land of Northwestern China,"Zheng, Chaolei|Wang, Quan",HYDROLOGICAL PROCESSES,reference evapotranspiration|penman-monteith|arid land|mann-kendall test|sensitivity analysis,10.1002/hyp.10109,http://dx.doi.org/10.1002/hyp.10109,,,,,,
3295,WOS:000344737300013,2014,Streamflow response to regional climate model output in the mountainous watershed: a case study from the Swiss Alps,"Rahman, Kazi|Etienne, Christophe|Gago-Silva, Ana|Maringanti, Chetan|Beniston, Martin|Lehmann, Anthony",ENVIRONMENTAL EARTH SCIENCES,rcm|swat|grid size|runoff|hydrological model,10.1007/s12665-014-3336-0,http://dx.doi.org/10.1007/s12665-014-3336-0,,,,,,
3050,WOS:000337606300013,2014,"Estimating the Health Effects of Greenhouse Gas Mitigation Strategies: Addressing Parametric, Model, and Valuation Challenges","Remais, Justin V.|Hess, Jeremy J.|Ebi, Kristie L.|Markandya, Anil|Balbus, John M.|Wilkinson, Paul|Haines, Andy|Chalabi, Zaid",ENVIRONMENTAL HEALTH PERSPECTIVES,,10.1289/ehp.1306744,http://dx.doi.org/10.1289/ehp.1306744,,,,,,
3625,WOS:000339699800014,2014,"Combining agent functional types, capitals and services to model land use dynamics","Murray-Rust, D.|Brown, C.|van Vliet, J.|Alam, S. J.|Robinson, D. T.|Verburg, P. H.|Rounsevell, M.",ENVIRONMENTAL MODELLING & SOFTWARE,agent based model|land use change|agent functional types|ecosystem services|socio-ecological systems,10.1016/j.envsoft.2014.05.019,http://dx.doi.org/10.1016/j.envsoft.2014.05.019,,,,,,
3292,WOS:000330727700003,2014,The DINA model as a constrained general diagnostic model: Two variants of a model equivalency,"von Davier, Matthias",BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,,10.1111/bmsp.12003,http://dx.doi.org/10.1111/bmsp.12003,,,,,,
3322,WOS:000334111600021,2014,The importance of observed gradients of air temperature and precipitation for modeling runoff from a glacierized watershed in the Nepalese Himalayas,"Immerzeel, W. W.|Petersen, L.|Ragettli, S.|Pellicciotti, F.",WATER RESOURCES RESEARCH,temperature lapse rates|precipitation gradients|glacio-hydrological modeling|langtang valley|topkapi-eth,10.1002/2013WR014506,http://dx.doi.org/10.1002/2013WR014506,,,,,,
3034,WOS:000411854100073,2014,Verification & Performance Evaluation of Parallel Pipelined Communications Using Petri Nets,"Souravlas, Stavros|Roumeliotis, Manos|AlDabass, D|Orsoni, A|Cant, R|Yunus, J|Ibrahim, Z|Saad, ",2014 UKSIM-AMSS 16TH INTERNATIONAL CONFERENCE ON COMPUTER MODELLING AND SIMULATION (UKSIM),petri nets|parallel processing|pipeline based transfer|block cyclic redistribution,10.1109/UKSim.2014.32,http://dx.doi.org/10.1109/UKSim.2014.32,,,,,,
3727,WOS:000334003800001,2014,Design of a component-based integrated environmental modeling framework,"Whelan, Gene|Kim, Keewook|Pelton, Mitch A.|Castleton, Karl J.|Laniak, Gerard F.|Wolfe, Kurt|Parmar, Rajbir|Babendreier, Justin|Galvin, Michael",ENVIRONMENTAL MODELLING & SOFTWARE,integrated environmental modeling|multimedia modeling|iem|risk assessment|frames,10.1016/j.envsoft.2014.01.016,http://dx.doi.org/10.1016/j.envsoft.2014.01.016,,,,,,
3030,WOS:000346215100027,2014,"Definition of radon prone areas in Friuli Venezia Giulia region, Italy, using geostatistical tools","Cafaro, C.|Bossew, P.|Giovani, C.|Garavaglia, M.",JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,geostatistics|indoor radon|radon prone areas|friuli venezia giulia region|ecological modelling,10.1016/j.jenvrad.2014.09.003,http://dx.doi.org/10.1016/j.jenvrad.2014.09.003,,,,,,
2633,WOS:000341218800023,2014,Integrated framework for assessing urban water supply security of systems with non-traditional sources under climate change,"Paton, F. L.|Dandy, G. C.|Maier, H. R.",ENVIRONMENTAL MODELLING & SOFTWARE,climate change impacts|urban water supply planning|integrated assessment|risk-based performance|non-traditional water sources|urban stormwater harvesting,10.1016/j.envsoft.2014.06.018,http://dx.doi.org/10.1016/j.envsoft.2014.06.018,,,,,,
3856,WOS:000342448400010,2014,GIS Based Estimation of Sediment Discharge and Areas of Soil Erosion and Deposition for the Torrential Lukovska River Catchment in Serbia,"Dukic, Vesna|Radic, Zoran",WATER RESOURCES MANAGEMENT,soil erosion|runoff|sediment transport|shetran|gis applications|torrential catchment,10.1007/s11269-014-0751-7,http://dx.doi.org/10.1007/s11269-014-0751-7,,,,,,
2411,WOS:000342453100014,2014,Effects of climate change on surface-water photochemistry: a review,"De Laurentiis, Elisa|Minella, Marco|Maurino, Valter|Minero, Claudio|Vione, Davide",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,climate change|surface-water photochemistry|environmental photochemistry|environmental modelling|photoinduced transformation|direct and indirect photolysis,10.1007/s11356-013-2343-0,http://dx.doi.org/10.1007/s11356-013-2343-0,,,,,,
3959,WOS:000345768100013,2014,Evaluation of the satellite-based Global Flood Detection System for measuring river discharge: influence of local factors,"Revilla-Romero, B.|Thielen, J.|Salamon, P.|De Groeve, T.|Brakenridge, G. R.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-18-4467-2014,http://dx.doi.org/10.5194/hess-18-4467-2014,,,,,,
3847,WOS:000347454800015,2014,Water and energy footprint of irrigated agriculture in the Mediterranean region,"Daccache, A.|Ciurana, J. S.|Rodriguez Diaz, J. A.|Knox, J. W.",ENVIRONMENTAL RESEARCH LETTERS,food security|co2 emissions|nexus|water productivity|water resources,10.1088/1748-9326/9/12/124014,http://dx.doi.org/10.1088/1748-9326/9/12/124014,,,,,,
2628,WOS:000347589500079,2014,Catchment scale validation of SMOS and ASCAT soil moisture products using hydrological modeling and temporal stability analysis,"Roetzer, K.|Montzka, C.|Bogena, H.|Wagner, W.|Kerr, Y. H.|Kidd, R.|Vereecken, H.",JOURNAL OF HYDROLOGY,smos|ascat|microwave remote sensing|model|wasim-eth|temporal stability,10.1016/j.jhydrol.2014.07.065,http://dx.doi.org/10.1016/j.jhydrol.2014.07.065,,,,,,
2412,WOS:000334414900006,2014,Fossil resource and energy security dynamics in conventional and carbon-constrained worlds,"McCollum, David|Bauer, Nico|Calvin, Katherine|Kitous, Alban|Riahi, Keywan",CLIMATIC CHANGE,,10.1007/s10584-013-0939-5,http://dx.doi.org/10.1007/s10584-013-0939-5,,,,,,
3643,WOS:000328908200007,2014,Validation of a new meteorological forcing data in analysis of spatial and temporal variability of precipitation in India,"Li, Lu|Xu, Chong-Yu|Zhang, Zengxin|Jain, Sharad K.",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,precipitation|variability|watch forcing data|satellite-gauge data|trmm-3b42|gauge|india,10.1007/s00477-013-0745-7,http://dx.doi.org/10.1007/s00477-013-0745-7,,,,,,
3836,WOS:000344737300019,2014,A field-scale long-term study on radionuclide transport through weathered granites at a site in southern China,"Yi, Shuping|Ma, Haiyi|Zheng, Chunmiao|Ren, Guocheng|Hu, Xueling",ENVIRONMENTAL EARTH SCIENCES,radionuclide transport|numerical flow modeling|field-scale solute transport model|disposal of lilw|environmental impact assessment,10.1007/s12665-014-3343-1,http://dx.doi.org/10.1007/s12665-014-3343-1,,,,,,
2430,WOS:000340162400007,2014,Temporal relationship between environmental factors and the occurrence of dengue fever,"Horta, Marco Aurelio|Bruniera, Robson|Ker, Fabricio|Catita, Cristina|Ferreira, Aldo Pacheco",INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,dengue fever|lag nonlinear model (dlnm)|precipitation|temperature,10.1080/09603123.2013.865713,http://dx.doi.org/10.1080/09603123.2013.865713,,,,,,
2689,WOS:000333684100005,2014,Multi-site evaluation to reduce parameter uncertainty in a conceptual hydrological modeling within the GLUE framework,"Lin, Kairong|Liu, Pan|He, Yanhu|Guo, Shenglian",JOURNAL OF HYDROINFORMATICS,glue|multi-site evaluation|parameter uncertainty|scem-ua|xinanjiang model,10.2166/hydro.2013.204,http://dx.doi.org/10.2166/hydro.2013.204,,,,,,
2298,WOS:000344823500034,2014,Exploring critical pathways for urban water management to identify robust strategies under deep uncertainties,"Urich, Christian|Rauch, Wolfgang",WATER RESEARCH,deep uncertainties|integrated modelling|robust decision making|urban drainage|strategic planning|urban water management,10.1016/j.watres.2014.08.020,http://dx.doi.org/10.1016/j.watres.2014.08.020,,,,,,
3824,WOS:000331022200007,2014,Workforce planning and technology installation optimisation for utilities,"Jennings, Mark G.|Shah, Nilay",COMPUTERS & INDUSTRIAL ENGINEERING,workforce planning|optimisation|deployment|utilities|smart meters,10.1016/j.cie.2013.10.008,http://dx.doi.org/10.1016/j.cie.2013.10.008,,,,,,
2446,WOS:000331395900044,2014,Assessment of potential outburst floods from the Tsho Rolpa glacial lake in Nepal,"Shrestha, Badri Bhakta|Nakagawa, Hajime",NATURAL HAZARDS,integrated modeling system|the tsho rolpa glacial lake|moraine dam failure|seepage flow|water overtopping|possible threats|damages,10.1007/s11069-013-0940-3,http://dx.doi.org/10.1007/s11069-013-0940-3,,,,,,
